year	lakeid	secchi.m	secchi_source
2007	25600	1.5	in-situ mean
2008	25600	1.5	in-situ mean
2009	25600	1.5	in-situ mean
2010	25600	1.5	in-situ mean
2011	25600	1.5	in-situ mean
2012	25600	1.5	in-situ mean
1979	27500	3.14964	satellite mean
1980	27500	3.14964	satellite mean
1981	27500	3.14964	satellite mean
1982	27500	3.14964	satellite mean
1983	27500	3.14964	satellite mean
1984	27500	3.14964	satellite mean
1985	27500	3.14964	satellite mean
1986	27500	3.14964	satellite mean
1987	27500	3.14964	satellite mean
1988	27500	3.14964	satellite mean
1989	27500	3.14964	satellite mean
1990	27500	3.14964	satellite mean
1991	27500	3.14964	satellite mean
1992	27500	3.14964	satellite mean
1993	27500	3.14964	satellite mean
1994	27500	3.14964	satellite mean
1995	27500	3.14964	satellite mean
1996	27500	3.14964	satellite mean
1997	27500	3.14964	satellite mean
1998	27500	3.14964	satellite mean
1999	27500	3.14964	satellite mean
2000	27500	3.14964	satellite mean
2001	27500	3.14964	satellite mean
2002	27500	3.14964	satellite mean
2003	27500	3.14964	satellite mean
2004	27500	3.14964	satellite mean
2005	27500	3.14964	satellite mean
2006	27500	3.14964	satellite mean
2007	27500	3.14964	satellite mean
2008	27500	3.14964	satellite mean
2009	27500	3.14964	satellite mean
2010	27500	3.14964	satellite mean
2011	27500	3.14964	satellite mean
2012	27500	3.14964	satellite mean
1979	28100	2.1336	in-situ
1980	28100	2.9	in-situ
1981	28100	3.02358408	in-situ mean
1982	28100	3.02358408	in-situ mean
1983	28100	3.02358408	in-situ mean
1984	28100	3.02358408	in-situ mean
1985	28100	1.625	in-situ
1986	28100	2.0828	in-situ
1987	28100	2.43332	in-situ
1988	28100	2.624666667	in-situ
1989	28100	3.396342857	in-situ
1990	28100	3.423433333	in-situ
1991	28100	3.13771	in-situ
1992	28100	3.07848	in-situ
1993	28100	3.499338462	in-situ
1994	28100	3.301637143	in-situ
1995	28100	3.6195	in-situ
1996	28100	3.1496	in-situ
1997	28100	3.511061538	in-situ
1998	28100	3.84048	in-situ
1999	28100	3.363685714	in-situ
2000	28100	2.76352	in-situ
2001	28100	2.49555	in-situ
2002	28100	3.341076923	in-situ
2003	28100	2.558142857	in-situ
2004	28100	2.4717375	in-situ
2005	28100	2.696307692	in-situ
2006	28100	3.697705263	in-situ
2007	28100	3.062514286	in-situ
2008	28100	2.42316	in-situ
2009	28100	2.9972	in-situ
2010	28100	4.182533333	in-situ
2011	28100	2.916381818	in-situ
2012	28100	3.101788235	in-situ
1979	28300	2.1336	in-situ
1980	28300	2.4	in-situ
1981	28300	2.533268967	in-situ mean
1982	28300	2.533268967	in-situ mean
1983	28300	2.533268967	in-situ mean
1984	28300	2.533268967	in-situ mean
1985	28300	1.533333333	in-situ
1986	28300	2.533268967	in-situ mean
1987	28300	2.533268967	in-situ mean
1988	28300	2.533268967	in-situ mean
1989	28300	2.533268967	in-situ mean
1990	28300	2.566666667	in-situ
1991	28300	2.422138462	in-situ
1992	28300	2.938630588	in-situ
1993	28300	3.2051625	in-situ
1994	28300	2.106705882	in-situ
1995	28300	2.5146	in-situ
1996	28300	2.533268967	in-situ mean
1997	28300	1.5	in-situ
1998	28300	2.533268967	in-situ mean
1999	28300	2.533268967	in-situ mean
2000	28300	2.533268967	in-situ mean
2001	28300	2.333137067	in-situ
2002	28300	2.533268967	in-situ mean
2003	28300	2.533268967	in-situ mean
2004	28300	2.533268967	in-situ mean
2005	28300	2.533268967	in-situ mean
2006	28300	2.533268967	in-situ mean
2007	28300	2.533268967	in-situ mean
2008	28300	2.533268967	in-situ mean
2009	28300	2.533268967	in-situ mean
2010	28300	2.533268967	in-situ mean
2011	28300	2.533268967	in-situ mean
2012	28300	2.533268967	in-situ mean
1979	29000	2.46566	global mean
1980	29000	2.46566	global mean
1981	29000	2.46566	global mean
1982	29000	2.46566	global mean
1983	29000	2.46566	global mean
1984	29000	2.46566	global mean
1985	29000	2.46566	global mean
1986	29000	2.46566	global mean
1987	29000	2.46566	global mean
1988	29000	2.46566	global mean
1989	29000	2.46566	global mean
1990	29000	2.46566	global mean
1991	29000	2.46566	global mean
1992	29000	2.46566	global mean
1993	29000	2.46566	global mean
1994	29000	2.46566	global mean
1995	29000	2.46566	global mean
1996	29000	2.46566	global mean
1997	29000	2.46566	global mean
1998	29000	2.46566	global mean
1999	29000	2.46566	global mean
2000	29000	2.46566	global mean
2001	29000	2.46566	global mean
2002	29000	2.46566	global mean
2003	29000	2.46566	global mean
2004	29000	2.46566	global mean
2005	29000	2.46566	global mean
2006	29000	2.46566	global mean
2007	29000	2.46566	global mean
2008	29000	2.46566	global mean
2009	29000	2.46566	global mean
2010	29000	2.46566	global mean
2011	29000	2.46566	global mean
2012	29000	2.46566	global mean
1979	29700	1.65	in-situ mean
1980	29700	1.65	in-situ mean
1981	29700	1.65	in-situ mean
1982	29700	1.65	in-situ mean
1983	29700	1.65	in-situ mean
1984	29700	1.65	in-situ mean
1985	29700	1.65	in-situ
1986	29700	1.65	in-situ mean
1987	29700	1.65	in-situ mean
1988	29700	1.65	in-situ mean
1989	29700	1.65	in-situ mean
1990	29700	1.65	in-situ mean
1991	29700	1.65	in-situ mean
1992	29700	1.65	in-situ mean
1993	29700	1.65	in-situ mean
1994	29700	1.65	in-situ mean
1995	29700	1.65	in-situ mean
1996	29700	1.65	in-situ mean
1997	29700	1.65	in-situ mean
1998	29700	1.65	in-situ mean
1999	29700	1.65	in-situ mean
2000	29700	1.65	in-situ mean
2001	29700	1.65	in-situ mean
2002	29700	1.65	in-situ mean
2003	29700	1.65	in-situ mean
2004	29700	1.65	in-situ mean
2005	29700	1.65	in-situ mean
2006	29700	1.65	in-situ mean
2007	29700	1.65	in-situ mean
2008	29700	1.65	in-situ mean
2009	29700	1.65	in-situ mean
2010	29700	1.65	in-situ mean
2011	29700	1.65	in-situ mean
2012	29700	1.65	in-situ mean
1979	30300	1.44963001	in-situ mean
1980	30300	1.44963001	in-situ mean
1981	30300	1.44963001	in-situ mean
1982	30300	1.44963001	in-situ mean
1983	30300	1.44963001	in-situ mean
1984	30300	1.44963001	in-situ mean
1985	30300	0.8	in-situ
1986	30300	1.44963001	in-situ mean
1987	30300	0.8763	in-situ
1988	30300	1.023257143	in-situ
1989	30300	2.1717	in-situ
1990	30300	2.327563636	in-situ
1991	30300	2.18694	in-situ
1992	30300	1.685925	in-situ
1993	30300	1.711036364	in-situ
1994	30300	1.8288	in-situ
1995	30300	2.0574	in-situ
1996	30300	1.44963001	in-situ mean
1997	30300	1.58	in-situ
1998	30300	1.44963001	in-situ mean
1999	30300	1.348003537	in-situ
2000	30300	1.393130435	in-situ
2001	30300	1.0744336	in-situ
2002	30300	1.810757143	in-situ
2003	30300	1.2510708	in-situ
2004	30300	1.674341271	in-situ
2005	30300	1.482969231	in-situ
2006	30300	1.2192	in-situ
2007	30300	1.185333333	in-situ
2008	30300	1.357745455	in-situ
2009	30300	1.308847059	in-situ
2010	30300	1.328057143	in-situ
2011	30300	1.654628571	in-situ
2012	30300	1.344705882	in-situ
1979	32500	2.847872792	in-situ mean
1980	32500	2.847872792	in-situ mean
1981	32500	2.847872792	in-situ mean
1982	32500	2.847872792	in-situ mean
1983	32500	2.847872792	in-situ mean
1984	32500	2.847872792	in-situ mean
1985	32500	2.15	in-situ
1986	32500	2.847872792	in-situ mean
1987	32500	2.847872792	in-situ mean
1988	32500	1.2192	in-situ
1989	32500	2.1717	in-situ
1990	32500	2.327563636	in-situ
1991	32500	2.154381818	in-situ
1992	32500	1.69545	in-situ
1993	32500	1.933575	in-situ
1994	32500	2.3495	in-situ
1995	32500	2.847872792	in-situ mean
1996	32500	4.8054768	in-situ
1997	32500	3.25	in-situ
1998	32500	2.847872792	in-situ mean
1999	32500	2.847872792	in-situ mean
2000	32500	2.847872792	in-situ mean
2001	32500	2.847872792	in-situ mean
2002	32500	2.8	in-situ
2003	32500	2.847872792	in-situ mean
2004	32500	2.847872792	in-situ mean
2005	32500	2.7529536	in-situ
2006	32500	2.286	in-situ
2007	32500	2.847872792	in-situ mean
2008	32500	2.847872792	in-situ mean
2009	32500	2.847872792	in-situ mean
2010	32500	2.847872792	in-situ mean
2011	32500	2.847872792	in-situ mean
2012	32500	2.847872792	in-situ mean
1979	36200	3.299008734	in-situ mean
1980	36200	3.5	in-situ
1981	36200	3.299008734	in-situ mean
1982	36200	3.299008734	in-situ mean
1983	36200	3.299008734	in-situ mean
1984	36200	3.299008734	in-situ mean
1985	36200	3.775	in-situ
1986	36200	3.299008734	in-situ mean
1987	36200	3.299008734	in-situ mean
1988	36200	2.929128	in-situ
1989	36200	3.99415	in-situ
1990	36200	5.472545455	in-situ
1991	36200	3.412066667	in-situ
1992	36200	3.299008734	in-situ mean
1993	36200	3.299008734	in-situ mean
1994	36200	3.299008734	in-situ mean
1995	36200	3.299008734	in-situ mean
1996	36200	3.299008734	in-situ mean
1997	36200	3.299008734	in-situ mean
1998	36200	3.299008734	in-situ mean
1999	36200	3.299008734	in-situ mean
2000	36200	3.299008734	in-situ mean
2001	36200	3.299008734	in-situ mean
2002	36200	3.299008734	in-situ mean
2003	36200	3.299008734	in-situ mean
2004	36200	3.299008734	in-situ mean
2005	36200	3.299008734	in-situ mean
2006	36200	2.9591	in-situ
2007	36200	3.00355	in-situ
2008	36200	2.72796	in-situ
2009	36200	2.159	in-situ
2010	36200	1.95072	in-situ
2011	36200	2.26695	in-situ
2012	36200	3.0099	in-situ
1979	36700	1.3	in-situ mean
1980	36700	1.3	in-situ mean
1981	36700	1.3	in-situ mean
1982	36700	1.3	in-situ mean
1983	36700	1.3	in-situ mean
1984	36700	1.3	in-situ mean
1985	36700	1.3	in-situ
1986	36700	1.3	in-situ mean
1987	36700	1.3	in-situ mean
1988	36700	1.3	in-situ mean
1989	36700	1.3	in-situ mean
1990	36700	1.3	in-situ mean
1991	36700	1.3	in-situ mean
1992	36700	1.3	in-situ mean
1993	36700	1.3	in-situ mean
1994	36700	1.3	in-situ mean
1995	36700	1.3	in-situ mean
1996	36700	1.3	in-situ mean
1997	36700	1.3	in-situ mean
1998	36700	1.3	in-situ mean
1999	36700	1.3	in-situ mean
2000	36700	1.3	in-situ mean
2001	36700	1.3	in-situ mean
2002	36700	1.3	in-situ mean
2003	36700	1.3	in-situ mean
2004	36700	1.3	in-situ mean
2005	36700	1.3	in-situ mean
2006	36700	1.3	in-situ mean
2007	36700	1.3	in-situ mean
2008	36700	1.3	in-situ mean
2009	36700	1.3	in-situ mean
2010	36700	1.3	in-situ mean
2011	36700	1.3	in-situ mean
2012	36700	1.3	in-situ mean
1979	37800	1.66045	in-situ mean
1980	37800	1.66045	in-situ mean
1981	37800	1.66045	in-situ mean
1982	37800	1.66045	in-situ mean
1983	37800	1.66045	in-situ mean
1984	37800	1.66045	in-situ mean
1985	37800	1.966666667	in-situ
1986	37800	1.66045	in-situ mean
1987	37800	1.66045	in-situ mean
1988	37800	1.66045	in-situ mean
1989	37800	1.66045	in-situ mean
1990	37800	1.66045	in-situ mean
1991	37800	1.66045	in-situ mean
1992	37800	1.66045	in-situ mean
1993	37800	1.66045	in-situ mean
1994	37800	1.66045	in-situ mean
1995	37800	1.66045	in-situ mean
1996	37800	1.66045	in-situ mean
1997	37800	1.66045	in-situ mean
1998	37800	1.66045	in-situ mean
1999	37800	1.66045	in-situ mean
2000	37800	1.66045	in-situ mean
2001	37800	1.66045	in-situ mean
2002	37800	1.66045	in-situ mean
2003	37800	1.66045	in-situ mean
2004	37800	1.66045	in-situ mean
2005	37800	1.66045	in-situ mean
2006	37800	1.66045	in-situ mean
2007	37800	1.66045	in-situ mean
2008	37800	1.66045	in-situ mean
2009	37800	1.66045	in-situ mean
2010	37800	1.66045	in-situ mean
2011	37800	1.66045	in-situ mean
2012	37800	1.66045	in-situ mean
1979	37900	1.812944	in-situ mean
1980	37900	1.812944	in-situ mean
1981	37900	1.812944	in-situ mean
1982	37900	1.812944	in-situ mean
1983	37900	1.812944	in-situ mean
1984	37900	1.812944	in-situ mean
1985	37900	1.733333333	in-situ
1986	37900	1.812944	in-situ mean
1987	37900	1.812944	in-situ mean
1988	37900	1.812944	in-situ mean
1989	37900	1.5	in-situ
1990	37900	1.942857143	in-situ
1991	37900	2.05	in-situ
1992	37900	1.812944	in-situ mean
1993	37900	1.812944	in-situ mean
1994	37900	1.812944	in-situ mean
1995	37900	1.812944	in-situ mean
1996	37900	1.812944	in-situ mean
1997	37900	2.04	in-situ
1998	37900	1.812944	in-situ mean
1999	37900	1.999744	in-situ
2000	37900	1.812944	in-situ mean
2001	37900	1.812944	in-situ mean
2002	37900	1.812944	in-situ mean
2003	37900	1.812944	in-situ mean
2004	37900	1.812944	in-situ mean
2005	37900	1.812944	in-situ mean
2006	37900	1.812944	in-situ mean
2007	37900	1.812944	in-situ mean
2008	37900	1.812944	in-situ mean
2009	37900	1.812944	in-situ mean
2010	37900	1.812944	in-situ mean
2011	37900	1.812944	in-situ mean
2012	37900	1.812944	in-situ mean
1979	38200	1.524	in-situ mean
1980	38200	1.524	in-situ mean
1981	38200	1.524	in-situ mean
1982	38200	1.524	in-situ mean
1983	38200	1.524	in-situ mean
1984	38200	1.524	in-situ mean
1985	38200	1.524	in-situ mean
1986	38200	1.524	in-situ mean
1987	38200	1.524	in-situ mean
1988	38200	1.524	in-situ mean
1989	38200	1.524	in-situ mean
1990	38200	1.524	in-situ mean
1991	38200	1.524	in-situ mean
1992	38200	1.524	in-situ mean
1993	38200	1.524	in-situ mean
1994	38200	1.524	in-situ mean
1995	38200	1.524	in-situ mean
1996	38200	1.524	in-situ mean
1997	38200	1.524	in-situ mean
1998	38200	1.524	in-situ mean
1999	38200	1.524	in-situ mean
2000	38200	1.524	in-situ mean
2001	38200	1.524	in-situ mean
2002	38200	1.524	in-situ mean
2003	38200	1.524	in-situ mean
2004	38200	1.524	in-situ mean
2005	38200	1.524	in-situ mean
2006	38200	1.524	in-situ mean
2007	38200	1.524	in-situ mean
2008	38200	1.524	in-situ mean
2009	38200	1.524	in-situ mean
2010	38200	1.524	in-situ mean
2011	38200	1.524	in-situ
2012	38200	1.524	in-situ mean
1979	38500	2.25	in-situ mean
1980	38500	2.25	in-situ mean
1981	38500	2.25	in-situ mean
1982	38500	2.25	in-situ mean
1983	38500	2.25	in-situ mean
1984	38500	2.25	in-situ mean
1985	38500	2.25	in-situ
1986	38500	2.25	in-situ mean
1987	38500	2.25	in-situ mean
1988	38500	2.25	in-situ mean
1989	38500	2.25	in-situ mean
1990	38500	2.25	in-situ mean
1991	38500	2.25	in-situ mean
1992	38500	2.25	in-situ mean
1993	38500	2.25	in-situ mean
1994	38500	2.25	in-situ mean
1995	38500	2.25	in-situ mean
1996	38500	2.25	in-situ mean
1997	38500	2.25	in-situ mean
1998	38500	2.25	in-situ mean
1999	38500	2.25	in-situ mean
2000	38500	2.25	in-situ mean
2001	38500	2.25	in-situ mean
2002	38500	2.25	in-situ mean
2003	38500	2.25	in-situ mean
2004	38500	2.25	in-situ mean
2005	38500	2.25	in-situ mean
2006	38500	2.25	in-situ mean
2007	38500	2.25	in-situ mean
2008	38500	2.25	in-situ mean
2009	38500	2.25	in-situ mean
2010	38500	2.25	in-situ mean
2011	38500	2.25	in-situ mean
2012	38500	2.25	in-situ mean
1979	38700	3.268695505	in-situ mean
1980	38700	3.268695505	in-situ mean
1981	38700	3.268695505	in-situ mean
1982	38700	3.268695505	in-situ mean
1983	38700	3.268695505	in-situ mean
1984	38700	3.268695505	in-situ mean
1985	38700	3.268695505	in-situ mean
1986	38700	3.4671	in-situ
1987	38700	3.781926316	in-situ
1988	38700	3.285066667	in-situ
1989	38700	3.4406	in-situ
1990	38700	2.609015385	in-situ
1991	38700	2.25562	in-situ
1992	38700	2.884311111	in-situ
1993	38700	2.427866667	in-situ
1994	38700	2.524	in-situ
1995	38700	2.9329	in-situ
1996	38700	2.67136	in-situ
1997	38700	2.745085714	in-situ
1998	38700	3.18905	in-situ
1999	38700	3.141028571	in-situ
2000	38700	3.16535552	in-situ
2001	38700	2.462784	in-situ
2002	38700	3.38328	in-situ
2003	38700	3.268695505	in-situ mean
2004	38700	3.3528	in-situ
2005	38700	4.2116	in-situ
2006	38700	3.673671273	in-situ
2007	38700	5.334	in-situ
2008	38700	3.540369231	in-situ
2009	38700	4.0386	in-situ
2010	38700	3.2258	in-situ
2011	38700	3.268695505	in-situ mean
2012	38700	4.4958	in-situ
1979	40900	2.25708	satellite mean
1980	40900	2.25708	satellite mean
1981	40900	2.25708	satellite mean
1982	40900	2.25708	satellite mean
1983	40900	2.25708	satellite mean
1984	40900	2.25708	satellite mean
1985	40900	2.25708	satellite mean
1986	40900	2.25708	satellite mean
1987	40900	2.25708	satellite mean
1988	40900	2.25708	satellite mean
1989	40900	2.25708	satellite mean
1990	40900	2.25708	satellite mean
1991	40900	2.25708	satellite mean
1992	40900	2.25708	satellite mean
1993	40900	2.25708	satellite mean
1994	40900	2.25708	satellite mean
1995	40900	2.25708	satellite mean
1996	40900	2.25708	satellite mean
1997	40900	2.25708	satellite mean
1998	40900	2.25708	satellite mean
1999	40900	2.25708	satellite mean
2000	40900	2.25708	satellite mean
2001	40900	2.25708	satellite mean
2002	40900	2.25708	satellite mean
2003	40900	2.25708	satellite mean
2004	40900	2.25708	satellite mean
2005	40900	2.25708	satellite mean
2006	40900	2.25708	satellite mean
2007	40900	2.25708	satellite mean
2008	40900	2.25708	satellite mean
2009	40900	2.25708	satellite mean
2010	40900	2.25708	satellite mean
2011	40900	2.25708	satellite mean
2012	40900	2.25708	satellite mean
1979	42200	0.894556	satellite mean
1980	42200	0.894556	satellite mean
1981	42200	0.894556	satellite mean
1982	42200	0.894556	satellite mean
1983	42200	0.894556	satellite mean
1984	42200	0.894556	satellite mean
1985	42200	0.894556	satellite mean
1986	42200	0.894556	satellite mean
1987	42200	0.894556	satellite mean
1988	42200	0.894556	satellite mean
1989	42200	0.894556	satellite mean
1990	42200	0.894556	satellite mean
1991	42200	0.894556	satellite mean
1992	42200	0.894556	satellite mean
1993	42200	0.894556	satellite mean
1994	42200	0.894556	satellite mean
1995	42200	0.894556	satellite mean
1996	42200	0.894556	satellite mean
1997	42200	0.894556	satellite mean
1998	42200	0.894556	satellite mean
1999	42200	0.894556	satellite mean
2000	42200	0.894556	satellite mean
2001	42200	0.894556	satellite mean
2002	42200	0.894556	satellite mean
2003	42200	0.894556	satellite mean
2004	42200	0.894556	satellite mean
2005	42200	0.894556	satellite mean
2006	42200	0.894556	satellite mean
2007	42200	0.894556	satellite mean
2008	42200	0.894556	satellite mean
2009	42200	0.894556	satellite mean
2010	42200	0.894556	satellite mean
2011	42200	0.894556	satellite mean
2012	42200	0.894556	satellite mean
1979	42400	1.892105263	in-situ mean
1980	42400	1.892105263	in-situ mean
1981	42400	1.892105263	in-situ mean
1982	42400	1.892105263	in-situ mean
1983	42400	1.892105263	in-situ mean
1984	42400	1.892105263	in-situ mean
1985	42400	1.892105263	in-situ mean
1986	42400	1.892105263	in-situ mean
1987	42400	1.892105263	in-situ mean
1988	42400	1.892105263	in-situ mean
1989	42400	1.892105263	in-situ mean
1990	42400	1.625	in-situ
1991	42400	1.86	in-situ
1992	42400	1.892105263	in-situ mean
1993	42400	1.892105263	in-situ mean
1994	42400	1.892105263	in-situ mean
1995	42400	1.892105263	in-situ mean
1996	42400	1.892105263	in-situ mean
1997	42400	1.95	in-situ
1998	42400	1.892105263	in-situ mean
1999	42400	1.892105263	in-situ mean
2000	42400	1.892105263	in-situ mean
2001	42400	1.892105263	in-situ mean
2002	42400	1.892105263	in-situ mean
2003	42400	1.892105263	in-situ mean
2004	42400	1.892105263	in-situ mean
2005	42400	1.892105263	in-situ mean
2006	42400	1.892105263	in-situ mean
2007	42400	1.892105263	in-situ mean
2008	42400	1.892105263	in-situ mean
2009	42400	1.892105263	in-situ mean
2010	42400	1.892105263	in-situ mean
2011	42400	1.892105263	in-situ mean
2012	42400	1.892105263	in-situ mean
1979	42800	3.26892	satellite mean
1980	42800	3.26892	satellite mean
1981	42800	3.26892	satellite mean
1982	42800	3.26892	satellite mean
1983	42800	3.26892	satellite mean
1984	42800	3.26892	satellite mean
1985	42800	3.26892	satellite mean
1986	42800	3.26892	satellite mean
1987	42800	3.26892	satellite mean
1988	42800	3.26892	satellite mean
1989	42800	3.26892	satellite mean
1990	42800	3.26892	satellite mean
